or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik
CLEVERSAFE INC,INTERNATIONAL BUSINESS MACHINES CORPORATION,2015-11-06,73,,51143.0
CLEVERSAFE INC,INTERNATIONAL BUSINESS MACHINES CORPORATION,2016-04-05,52,,51143.0
CLOUTIER BRUCE S,DYNAMICS INC,2008-12-18,37,,1022671.0
CODD DANIEL SHAWN,DEXCOM INC,2005-03-08,21,,1093557.0
COMPX INTERNATIONAL INC,WATERLOO FURNITURE COMPONENTS LIMITED,2011-03-24,22,1049606.0,
CONEXANT SYSTEMS INC,MINDSPEED TECHNOLOGIES INC,2003-06-27,33,,1321834.0
CONEXANT SYSTEMS INC,SIRF TECHNOLOGY HOLDINGS INC,2001-09-21,25,,1779474.0
CONNELL GARY WAYNE,EASTMAN CHEMICAL COMPANY,2006-03-24,43,,915389.0
CONOCOPHILLIPS COMPANY,CHINA PETROLEUM CHEMICAL CORPORATION,2007-07-31,23,1163165.0,1123658.0
CONSERT INC,LANDISGYR TECHNOLOGY INC,2017-03-10,21,,1779474.0
CONSTANTIN TUDOR POMPILIU,NATERA INC,2015-04-20,32,,1604821.0
CONVATEC INC,CONVATEC TECHNOLOGIES INC,2008-10-28,30,,1321834.0
CONVIDA WIRELESS LLC,INTERDIGITAL PATENT HOLDINGS INC,2022-04-09,79,,1405495.0
COOKE EVAN,TWILIO INC,2012-10-03,23,,1447669.0
COOPER THOMAS G,INTUITIVE SURGICAL INC,2007-11-14,25,,1035267.0
CORBIN THOMAS C,PIONEER HIBRED INTERNATIONAL INC,2010-04-23,21,,105319.0
CORBIN THOMAS C,PIONEER HIBRED INTERNATIONAL INC,2013-02-06,20,,105319.0
CORNING PHOTONIC TECHNOLOGIES INC,AVANEX CORPORATION,2003-07-31,140,1321834.0,
COSTER DANIEL J,APPLE COMPUTER INC,2005-10-18,22,,320193.0
COSTER DANIEL J,APPLE INC,2007-12-20,35,,320193.0
COSTER DANIEL J,APPLE INC,2014-12-09,21,,320193.0
COSTER DANIEL J,APPLE INC,2015-01-21,39,,320193.0
COTTELL JEROMY J,GILEAD SCIENCES INC,2013-10-09,23,,882095.0
CRADDOCK DAVID F,INTERNATIONAL BUSINESS MACHINES CORPORATION,2015-10-02,25,,51143.0
CRAWFORD EMMETT DUDLEY,EASTMAN CHEMICAL COMPANY,2006-03-24,43,,915389.0
CRAY INC,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2020-07-30,36,,1645590.0
CREAMER THOMAS E,INTERNATIONAL BUSINESS MACHINES CORPORATION,2003-12-15,20,,51143.0
CRONIN CHRISTOPHER J,VIASAT INC,2017-09-13,23,,797721.0
CROSS TORY M,NIKE INC,2015-04-16,20,,320187.0
CRUANES THIERRY,SNOWFLAKE COMPUTING INC,2014-10-20,43,,1640147.0
CRUANES THIERRY,SNOWFLAKE COMPUTING INC,2015-03-09,32,,1640147.0
CTRLLABS CORPORATION,FACEBOOK TECHNOLOGIES INC,2020-01-16,20,,1321834.0
CUI YAN YUN,JOHNSON ELECTRIC SA,2016-07-29,25,,200406.0
CURIC KEMAL,FORD GLOBAL TECHNOLOGIES LLC,2018-04-10,31,,932021.0
CURIC KEMAL,FORD GLOBAL TECHNOLOGIES LLC,2019-03-10,28,,932021.0
CURIS INC,STRYKER CORPORATION,2007-12-26,30,1108205.0,
DAGEVILLE BENOIT,SNOWFLAKE COMPUTING INC,2014-10-20,44,,1640147.0
DAGEVILLE BENOIT,SNOWFLAKE COMPUTING INC,2015-03-09,32,,1640147.0
DAMIANO EDWARD R,BETA BIONICS INC,2020-10-02,27,,1674632.0
DAMORE MASSIMO F,PEPSICO INC,2012-02-28,20,,77476.0
DASGUPTA SUKRIT,CISCO TECHNOLOGY INC,2013-06-20,21,,1779474.0
DAVIDSON BENJAMIN R,HONDA MOTOR CO LTD,2006-12-18,20,,715153.0
DAYTON PAUL,TREACE MEDICAL CONCEPTS INC,2016-09-17,24,,1630627.0
DE IULIIS DANIELE,APPLE COMPUTER INC,2005-10-18,21,,320193.0
DE IULIIS DANIELE,APPLE INC,2007-12-13,20,,320193.0
DE IULIIS DANIELE,APPLE INC,2014-12-08,20,,320193.0
DE IULIIS DANIELE,APPLE INC,2015-01-26,39,,320193.0
DE PEYSTER DAMON G,FORD GLOBAL TECHNOLOGIES LLC,2017-03-10,21,,932021.0
DE RUIJTER COR,TECHNOLOGIES HOLDINGS CORP,2012-04-12,42,,2186.0
DEAN MARTIN WF,WOLVERINE WORLD WIDE INC,2005-05-28,20,,110471.0
DEAN MARTIN WF,WOLVERINE WORLD WIDE INC,2006-08-07,43,,110471.0
DEAN MARTIN WF,WOLVERINE WORLD WIDE INC,2007-07-20,26,,110471.0
DEAN MARTIN WF,WOLVERINE WORLD WIDE INC,2008-01-28,25,,110471.0
DECADE INDUSTRIES INC DBA SANUS SYSTEMS,CSAV INC,2006-05-23,20,72162.0,
DELPHI TECHNOLOGIES INC,APTIV TECHNOLOGIES LIMITED,2018-01-01,20,1321834.0,
DELPHI TECHNOLOGIES INC,AUTOLIV DEVELOPMENT AB,2010-07-02,21,1321834.0,
DELPHI TECHNOLOGIES INC,GOOGLE INC,2011-06-24,37,1321834.0,
DEMKIW JORDAN,FORD GLOBAL TECHNOLOGIES LLC,2018-09-26,29,,932021.0
DEMUTH JAMES A,SEURAT TECHNOLOGIES INC,2016-10-26,24,,1321834.0
DEPEYSTER DAMON G,FORD GLOBAL TECHNOLOGIES LLC,2018-06-19,61,,932021.0
DERGINS SCOTT,BROYHILL FURNITURE INDUSTRIES INC,2003-06-20,25,,72162.0
DERGINS SCOTT,BROYHILL FURNITURE INDUSTRIES INC,2004-03-25,20,,72162.0
DESHPANDE MILIND,ACHILLION PHARMACEUTICALS INC,2016-03-14,26,,1691082.0
DEWITT DAVID,FORD GLOBAL TECHNOLOGIES LLC,2018-01-11,34,,932021.0
DIEBEL MARKUS,APPLE INC,2020-07-01,20,,320193.0
DIEBOLD R BRUCE,FORMA THERAPEUTICS INC,2016-06-17,20,,1001316.0
DIGITAL CONTROL INC,MERLIN TECHNOLOGY INC,2003-05-01,96,,1779474.0
DIGITAL CONTROL INCORPORATED,MERLIN TECHNOLOGY INC,2003-05-01,41,,1779474.0
DIN SHAHID,BAXTER INTERNATIONAL INC,2005-01-31,22,,10456.0
DOBIE KENNETH W,ISIS PHARMACEUTICALS INC,2002-12-04,26,,874015.0
DODSON JOHN S,INTERNATIONAL BUSINESS MACHINES CORPORATION,1997-04-14,21,,51143.0
DODSON JOHN S,INTERNATIONAL BUSINESS MACHINES CORPORATION,1999-11-08,20,,51143.0
DOERING JEFFREY ALLEN,FORD GLOBAL TECHNOLOGIES LLC,2013-02-05,24,,932021.0
DOLBY CANADA CORPORATION,DOLBY LABORATORIES LICENSING CORPORATION,2007-12-05,47,,1308547.0
DOLBY INTERNATIONAL AB,DOLBY LABORATORIES LICENSING CORPORATION,2017-08-23,25,,1308547.0
DOLBY LABORATORIES INC,DOLBY LABORATORIES LICENSING CORPORATION,2003-09-05,55,1308547.0,1308547.0
DOMACK RANDY D,ASHLEY FURNITURE INDUSTRIES INC,2006-03-10,27,,72162.0
DOMKE MICHAEL CHRISTOPHER,GENERAL ELECTRIC COMPANY,2013-01-09,20,,40545.0
DONG XUE,BOE TECHNOLOGY GROUP CO LTD,2015-05-11,23,,1852440.0
DORANDISHYAZDI OMEAD,FORD GLOBAL TECHNOLOGIES LLC,2019-10-09,25,,932021.0
DORNER CHARLES SHEARER,AMAZON TECHNOLOGIES INC,2014-08-14,26,,1321834.0
DORSEY JACK,SQUARE INC,2011-12-21,20,,1794776.0
DOUGHTY FREDERIC C,BLACK DECKER INC,1995-09-19,22,,93556.0
DOW GLOBAL TECHNOLOGIES INC,DOW GLOBAL TECHNOLOGIES LLC,2010-12-31,20,1751788.0,932021.0
DOW GLOBAL TECHNOLOGIES LLC,BLUE CUBE IP LLC,2015-09-30,21,932021.0,
DOW GLOBAL TECHNOLOGIES LLC,THE DOW CHEMICAL COMPANY,2018-11-01,71,932021.0,
DOW PHARMACEUTICAL SCIENCES INC,BAUSCH HEALTH IRELAND LIMITED,2018-12-03,38,1751788.0,
DPAC TECHNOLOGIES CORP FORMERLY KNOWN AS DENSEPAC MICROSYSTEMS INC,STAKTEK GROUP LP,2004-06-09,25,2186.0,
DRAEGER RIAN,DEXCOM INC,2015-01-21,20,,1093557.0
DUA BHUPESH,NIKE INC,2004-07-21,21,,320187.0
DUNN WILLIAM,MANUFACTURING RESOURCES INTERNATIONAL INC,2015-07-16,23,,105319.0
DUNN WILLIAM,MANUFACTURING RESOURCES INTERNATIONAL INC,2016-08-31,35,,105319.0
DURFLINGER NATE,NIKE INC,2020-08-12,20,,320187.0
DYE ALAN C,APPLE INC,2015-01-30,33,,320193.0
DYLLA SCOTT J,STEM CENTRX INC,2013-02-22,32,,1758766.0
EBAY INC,PAYPAL INC,2015-07-17,637,1065088.0,1633917.0
ECASH TECHNOLOGIES INC,INFOSPACE INC,2002-02-07,22,1321834.0,
ECOLAB INC,ECOLAB USA INC,2009-01-01,349,31462.0,31462.0
ECOLAB USA INC,CHAMPIONX USA INC,2020-08-25,63,31462.0,
EDWARDS JAMES P,LIGAND PHARMACEUTICALS INC,2000-09-22,36,,886163.0
EDWARDS WEBB,GANART TECHNOLOGIES INC,2010-01-13,21,,1321834.0
EL SAYYID WALEED MUTASEM,BAXTER INTERNATIONAL INC,2005-02-04,26,,10456.0
ELAN PHARMACEUTICALS INC,NEURALAB LIMITED,2000-04-20,33,1023024.0,
ELAN PHARMACEUTICALS INC,NEURALAB LIMITED,2000-10-02,21,1023024.0,
ELDEM CAN,NIKE INC,2019-06-27,20,,320187.0
ELKHATIB FIRAS H,BETA BIONICS INC,2020-09-27,25,,1674632.0
ELLIPSE TECHNOLOGIES INC,NUVASIVE INC,2016-01-04,66,1321834.0,
EMERSON ELECTRIC CO,NIDEC MOTOR CORPORATION,2010-09-24,34,32604.0,
EMMANUEL JOSEPH AMALAN ARUL,NETGEAR INC,2018-12-18,24,,1122904.0
EMPHASYS MEDICAL INC,PULMONX,2009-03-31,44,,1127537.0
ENDEAVORS TECHNOLOGIES INC,NUMECENT HOLDINGS INC,2012-10-22,22,1321834.0,
ENTEGRIS CAYMEN LTD,ENTEGRIS INC,2004-02-18,25,,1101302.0
ERICSSON ANNA,FORMA THERAPEUTICS INC,2016-06-17,20,,1001316.0
ERNESAKS ANITA,CANADIAN NATIONAL RAILWAY COMPANY,2002-07-17,21,,16868.0
ERWIN RONALD D,ERWIN INDUSTRIES INC,2001-09-17,21,,72162.0
ESSENTIAL INC,SIEMENS HEALTHCARE DIAGNOSTICS INC,2016-09-27,20,78128.0,
ETEC SYSTEMS INC,APPLIED MATERIALS INC,2001-06-15,30,,6951.0
EUBANK LANE A,NATERA INC,2015-04-20,32,,1604821.0
EVERETT CHARLES STUART,EASTMAN CHEMICAL COMPANY,2019-09-19,33,,915389.0
EVERSON TERRY A,ASHLEY FURNITURE INDUSTRIES INC,2006-03-10,31,,72162.0
EVRYX TECHNOLOGIES INC,EVRYX ACQUISITION LLC,2011-02-23,117,1321834.0,
EXCELSIUS SURGICAL LLC,GLOBUS MEDICAL INC,2013-12-23,30,,1237831.0
EYEVERIFY INC,ALIBABA GROUP HOLDING LIMITED,2020-01-09,42,,1577552.0
FABRIZIUS MARTIN A,PIONEER HIBRED INTERNATIONAL INC,2010-04-20,23,,105319.0
FABRIZIUS MARTIN A,PIONEER HIBRED INTERNATIONAL INC,2011-02-25,21,,105319.0
FABRIZIUS MARTIN A,PIONEER HIBRED INTERNATIONAL INC,2012-02-08,26,,105319.0
FARIS MARY,AGENSYS INC,2002-05-06,50,,924383.0
FEES HEINER,SEURAT TECHNOLOGIES INC,2016-10-26,22,,1321834.0
FELDMANN KENNETH,CERES INC,2006-05-03,23,,14707.0
FIELDS SETH W,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-07,20,,4962.0
FIFE KEITH G,BUTTERFLY NETWORK INC,2014-03-25,24,,1804176.0
FINGERWORKS INC,APPLE INC,2007-08-31,32,,320193.0
FISHER CHRISTOPHER EUGENE,AEROVIRONMENT INC,2016-03-31,24,,1368622.0
FLEX LTD,THE SOLARIA CORPORATION,2019-09-18,48,866374.0,
FLITSCH FREDERICK A,JOHNSON JOHNSON VISION CARE INC,2013-04-18,24,,200406.0
FMC CORPORATION,FMC TECHNOLOGIES INC,2001-11-26,20,,1321834.0
FOGEL KEITH E,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-05-03,38,,51143.0
FOORD ORIT,STEM CENTRX INC,2013-02-22,32,,1758766.0
FORD MOTOR COMPANY,FORD GLOBAL TECHNOLOGIES LLC,2004-08-11,22,,932021.0
FORD MOTOR COMPANY,FORD GLOBAL TECHNOLOGIES LLC,2006-02-08,20,,932021.0
FORD MOTOR COMPANY,FORD GLOBAL TECHNOLOGIES LLC,2006-04-03,20,,932021.0
FOSTER MICHAEL,ALLISON TRANSMISSION INC,2015-04-17,23,,1411207.0
FOXCONN INTERNATIONAL INC,HON HAI PRECISION INDUSTRY CO LTD,1995-10-12,35,105319.0,
FREELINC TECHNOLOGIES INC,FREELINC HOLDINGS LLC,2019-07-31,23,1321834.0,
FREESCALE SEMICONDUCTOR INC,APPLE INC,2011-04-11,22,,320193.0
FRENRY COMPANY INC THE,FLORIDA POOL PRODUCTS INC A CORP OF FL,1990-11-29,27,,945841.0
FROLIKOV ALEX,MICRON TECHNOLOGY INC,2018-04-30,37,,723125.0
FUTUREWEI TECHNOLOGIES INC,HUAWEI TECHNOLOGIES CO LTD,2009-01-01,21,1321834.0,
FUTUREWEI TECHNOLOGIES INC,HUAWEI TECHNOLOGIES CO LTD,2019-04-20,51,1321834.0,
FUTUREWEI TECHNOLOGIES INC,HUAWEI TECHNOLOGIES CO LTD,2021-11-02,25,1321834.0,
GADHACHANDA VENKAT RAO,ACHILLION PHARMACEUTICALS INC,2016-03-11,25,,1691082.0
GAINEY CHARLES W JR,INTERNATIONAL BUSINESS MACHINES CORPORATION,1970-02-02,22,,51143.0
GANDHAM SHASHIDHAR,CISCO TECHNOLOGY INC,2016-07-11,29,,1779474.0
GANT THOMAS G,AUSPEX PHARMACEUTICALS INC,2010-01-07,41,,1691082.0
GANTZ JEREMY,NIKE INC,2018-10-18,23,,320187.0
GAO JIAN,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,21,,1852440.0
GARCIA GUSTAVO MARCELO,PIONEER HIBRED INTERNATIONAL INC,2011-02-03,20,,105319.0
GARDNER MARK I,ADVANCED MICRO DEVICES INC,1997-12-17,21,,2488.0
GAUTHIER ROBERT J JR,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-17,21,,51143.0
GE FINANCIAL ASSURANCE HOLDINGS INC,GENWORTH FINANCIAL INC,2004-05-24,85,1397911.0,1276520.0
GE MEDICAL SYSTEMS GLOBAL TECHNOLOGY COMPANY LLC,GENERAL ELECTRIC COMPANY,2003-03-31,75,,40545.0
GE WANGMAO,AGENSYS INC,2002-05-06,40,,924383.0
GEMELOS GEORGE,NATERA INC,2015-04-17,30,,1604821.0
GENERAL ELECTRIC COMPANY,ABB SCHWEIZ AG,2018-07-20,28,40545.0,
GENERAL ELECTRIC COMPANY,BAKER HUGHES A GE COMPANY LLC,2017-07-03,26,40545.0,
GENERAL ELECTRIC COMPANY,GE GLOBAL SOURCING LLC,2018-11-01,92,40545.0,
GENERAL ELECTRIC COMPANY,GE GLOBAL SOURCING LLC,2019-02-25,29,40545.0,
GENERAL ELECTRIC COMPANY,GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,2020-03-20,22,40545.0,
GENERAL ELECTRIC COMPANY,HAIER US APPLIANCE SOLUTIONS INC,2016-06-06,49,40545.0,
GENERAL ELECTRIC COMPANY,SABIC INNOVATIVE PLASTICS IP BV,2007-08-31,21,40545.0,
GEO LABS INC,GEO ACQUISITION CORP,1999-12-21,33,,1998781.0
GERHARD ADRIAN C,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-11-19,24,,51143.0
GHOSH KOUSHIK,EASTMAN CHEMICAL COMPANY,2019-09-10,25,,915389.0
GIBSON ALEX OCONNOR,FORD GLOBAL TECHNOLOGIES LLC,2013-02-20,31,,932021.0
GIEGEL JOSHUA,HYPERLOOP TECHNOLOGIES INC,2016-01-26,24,,1321834.0
GILEAD PHARMASSET LLC,GILEAD SCIENCES INC,2021-10-20,38,,882095.0
GILEAD SCIENCES INC,GILEAD PHARMASSET LLC,2014-04-11,20,882095.0,
GILMORE STEVEN,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,20,,932021.0
GLOVER KRISTOPHER,GANART TECHNOLOGIES INC,2010-01-13,21,,1321834.0
GMEDELAWARE 2 LLC,GLOBUS MEDICAL INC,2015-11-30,36,,1237831.0
GNUBIO INC,BIORAD LABORATORIES INC,2017-05-08,21,,12208.0
GOKHALE PARAG,COMMVAULT SYSTEMS INC,2008-05-12,32,,1169561.0
GOKHALE PARAG,COMMVAULT SYSTEMS INC,2008-09-12,28,,1169561.0
GOLDFINGER TECHNOLOGIES LLC,AKRION TECHNOLOGIES INC,2006-01-25,50,,1964979.0
GOOD TECHNOLOGY SOFTWARE INC,GOOD TECHNOLOGY HOLDINGS LIMITED,2016-05-27,25,1779474.0,
GOODE PAUL V,DEXCOM INC,2005-03-28,27,,1093557.0
GOODE PAUL V JR,DEXCOM INC,2004-01-12,54,,1093557.0
GRACENOTE INC,ROKU INC,2021-04-15,34,,1428439.0
GRADY LEO,HEARTFLOW INC,2017-02-16,23,,1464521.0
GRAKE JAMES,FORD GLOBAL TECHNOLOGIES LLC,2017-01-30,31,,932021.0
GRAKE JAMES,FORD GLOBAL TECHNOLOGIES LLC,2019-03-21,30,,932021.0
GRAY WILLIAM J,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2004-07-12,20,,4962.0
GREENBERGER JEREMY A,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-08-25,23,,51143.0
GREENE LESLIE ANN,ATYR PHARMA INC,2013-07-11,40,,1339970.0
GREINER DAN F,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-10,22,,51143.0
GRIFFITHS PAUL G,INTUITIVE SURGICAL OPERATIONS INC,2015-09-25,20,,1035267.0
GROENSMA YPE,TECHNOLOGIES HOLDINGS CORP,2011-04-26,55,,2186.0
GROHMAN WOJCIECH,LENNOX INDUSTRIES INC,2009-10-20,26,,72162.0
GROTE EDWIN MICHAEL,PIONEER HIBRED INTERNATIONAL INC,2011-02-24,20,,105319.0
GRUBSTEIN KATHERINE YERRE,DEXCOM INC,2014-12-16,22,,1093557.0
GSCHWIND MICHAEL KARL,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-01-22,25,,51143.0
GU YOUNG MO,LG ELECTRONICS INC,2001-08-08,26,,2058873.0
GUARRAIA MARK JOSEPH,BECTON DICKINSON AND COMPANY,2012-05-16,20,,10795.0
GUPTA LOKESH M,INTERNATIONAL BUSINESS MACHINES CORPORATION,2012-12-06,20,,51143.0
GUSTAFSON GARY,FORMA THERAPEUTICS INC,2016-06-16,20,,1001316.0
GUTIERREZ ROMAN C,TESSERA MEMS TECHNOLOGIES INC,2010-11-10,22,,1321834.0
HA JIUG,LG ELECTRONICS INC,2020-01-08,24,,2058873.0
HA YOUNGSOO,LG ELECTRONICS INC,2013-07-22,20,,2058873.0
HA YOUNGSOO,LG ELECTRONICS INC,2017-03-10,32,,2058873.0
HA YOUNGSOO,LG ELECTRONICS INC,2020-02-07,37,,2058873.0
HAGGERTY KATHLEEN,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-25,24,,4962.0
HAGGERTY KATHLEEN,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2008-03-10,29,,4962.0
HAMBALI GREGORI G,KERRYS BROMELIAD NURSERY INC DBA TWYFORD INTERNATIONAL,2007-01-17,20,,105319.0
HAN JONGHEE,LG ELECTRONICS INC,2013-07-19,20,,2058873.0
HAN JONGKI,SK TELECOM CO LTD,2013-06-03,31,,1015650.0
HAN SONGYI,LG ELECTRONICS INC,2016-12-29,27,,2058873.0
HAN SUNGKYONG,LG ELECTRONICS INC,2020-01-08,24,,2058873.0
HANEY WILLIAM,DRAGONFLY THERAPEUTICS INC,2019-09-18,31,,1001316.0
HANGZHOU H3C TECHNOLOGIES CO LTD,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2016-05-01,63,,1645590.0
HANKEY M EVANS,APPLE INC,2014-12-12,21,,320193.0
HANKEY M EVANS,APPLE INC,2015-01-31,39,,320193.0
HANKEY M EVANS,APPLE INC,2020-08-18,20,,320193.0
HANKEY M EVANS,APPLE INC,2020-12-14,27,,320193.0
HARNEJA SANCHAY,CISCO TECHNOLOGY INC,2017-08-11,33,,1779474.0
HASHIMOTO AKIHIRO,ACHILLION PHARMACEUTICALS INC,2016-03-11,26,,1691082.0
HAUBERG JONATHAN C,DAYTON TECHNOLOGIES INC,2000-04-06,29,,1321834.0
HAWAII BIOTECH INC,CARDAX PHARMACEUTICALS INC,2006-08-08,29,,1691082.0
HCA HEALTHCARE INC,CHCA INC,2019-11-18,23,860730.0,
HEADWAY TECHNOLOGIES INC,TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD,2019-02-04,60,1321834.0,1046179.0
HEAP ANTHONY H,GM GLOBAL TECHNOLOGY OPERATIONS INC,2008-09-16,24,,1779474.0
HEFFNER ELLIOT LEE,PIONEER HIBRED INTERNATIONAL INC,2020-03-19,24,,105319.0
HENDRY HENDRY,LG ELECTRONICS INC,2014-03-15,20,,2058873.0
HENDRY HENDRY,LG ELECTRONICS INC,2014-03-17,29,,2058873.0
HENDRY HENDRY,LG ELECTRONICS INC,2022-01-05,44,,2058873.0
HENKE GARY EDWARD,PIONEER HIBRED INTERNATIONAL INC,2011-02-22,20,,105319.0
HENKE GARY EDWARD,PIONEER HIBRED INTERNATIONAL INC,2020-03-07,20,,105319.0
HENRY JOSHUA,FORD GLOBAL TECHNOLOGIES LLC,2019-01-24,23,,932021.0
HERMES MICROVISION INC,HERMES MICROVISION INCORPORATED BV,2018-12-19,67,65770.0,
HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,ENTIT SOFTWARE LLC,2017-03-02,151,1645590.0,
HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,ENTIT SOFTWARE LLC,2017-04-05,23,1645590.0,
HEWLETTPACKARD DEVELOPMENT COMPANY LP,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2015-10-02,91,,1645590.0
HEWLETTPACKARD DEVELOPMENT COMPANY LP,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2015-10-27,1380,,1645590.0
HGST NETHERLANDS BV,WESTERN DIGITAL TECHNOLOGIES INC,2016-08-31,108,,1321834.0
HIGHLAND THERAPEUTICS INC,IRONSHORE PHARMACEUTICALS DEVELOPMENT INC,2013-11-14,20,1001316.0,1691082.0
HILL MATTHEW,NATERA INC,2015-04-17,33,,1604821.0
HISTORX INC,NOVARTIS AG,2014-12-18,21,,1114448.0
HITACHI DISPLAYS LTD,HITACHI DISPLAYS LTD,2010-06-30,55,47710.0,47710.0
HITACHI DISPLAYS LTD,IPS ALPHA SUPPORT CO LTD,2010-06-30,65,47710.0,
HITACHI LTD,ELPIDA MEMORY INC,2006-06-14,22,47710.0,
HITACHI LTD,HITACHI MEDICAL CORPORATION,1993-09-14,23,47710.0,
HITACHI LTD,HITACHI MEDICAL CORPORATION,1994-01-25,42,47710.0,
HITACHI LTD,RENESAS TECHNOLOGY CORP,2003-09-12,20,47710.0,
HITACHI LTD,RENESAS TECHNOLOGY CORPORATION,2003-09-12,133,47710.0,
HOENIG JULIAN,APPLE INC,2014-12-08,22,,320193.0
HOENIG JULIAN,APPLE INC,2015-01-19,42,,320193.0
HOFMAN HENK,TECHNOLOGIES HOLDINGS CORP,2011-04-20,35,,2186.0
HOFMAN HENK,TECHNOLOGIES HOLDINGS CORP,2012-04-11,51,,2186.0
HOLBROOK ARTHUR MARTIN,GANART TECHNOLOGIES INC,2010-01-13,21,,1321834.0
HOLLAND SACHA J,RIGEL PHARMACEUTICALS INC,2003-03-04,20,,1034842.0
HOLLOWAY LEE HAHN,CLOUDFLARE INC,2010-11-04,23,,1477333.0
HOLTEC INTERNATIONAL INC,SMR LLC,2014-01-08,20,105319.0,
HONEYWELL INTERNATIONAL INC,ADEMCO INC,2018-07-29,59,773840.0,
HONEYWELL INTERNATIONAL INC,FINISAR CORPORATION,2004-03-01,32,773840.0,
HONG FEI,ATYR PHARMA INC,2013-07-11,36,,1339970.0
HONG HO TAEK,LG ELECTRONICS INC,2006-09-29,24,,2058873.0
HONG HO TAEK,LG ELECTRONICS INC,2008-08-14,31,,2058873.0
HONG JIPYO,LG ELECTRONICS INC,2019-10-28,23,,2058873.0
