or_name,ee_name,deal_date,n_patents,seller_cik,buyer_cik
SAMSUNG ELECTRONICS CO LTD,SAMSUNG DISPLAY CO LTD,2012-09-04,99,,1290109.0
SAMSUNG SDI CO LTD,SAMSUNG MOBILE DISPLAY CO LTD,2008-12-10,39,,1290109.0
SANCHEZ NEVADA J,BUTTERFLY NETWORK INC,2014-03-27,24,,1804176.0
SANDERS MARTIN E,IO THERAPEUTICS INC,2017-05-05,27,,1840233.0
SANDISK CORPORATION,SANDISK TECHNOLOGIES INC,2011-04-04,1782,,1321834.0
SANDISK CORPORATION,SANDISK TECHNOLOGIES INC,2012-03-14,21,,1321834.0
SANDISK TECHNOLOGIES LLC,WESTERN DIGITAL TECHNOLOGIES INC,2017-03-28,29,,1321834.0
SANTOSUOSSO JOHN M,INTERNATIONAL BUSINESS MACHINES CORPORATION,2013-01-25,20,,51143.0
SARIDAKIS GEORGE,FORD GLOBAL TECHNOLOGIES LLC,2018-10-01,29,,932021.0
SATZGER DOUGLAS B,APPLE COMPUTER INC,2005-10-18,22,,320193.0
SATZGER DOUGLAS B,APPLE INC,2007-12-21,34,,320193.0
SAUNDERS LAURA,STEM CENTRX INC,2013-02-22,32,,1758766.0
SAYRE PAUL BARNHART III,AMAZON TECHNOLOGIES INC,2014-08-14,22,,1321834.0
SCHENK DALE B,ELAN PHARMACEUTICALS INC,1999-01-28,20,,1023024.0
SCHENK DALE B,ELAN PHARMACEUTICALS INC,2000-10-02,21,,1023024.0
SCHER ERIK C,SILURIA TECHNOLOGIES INC,2015-07-15,22,,1321834.0
SCHOOLCRAFT BRIAN,ALLISON TRANSMISSION INC,2015-04-17,23,,1411207.0
SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SAIC GEMINI INC,2013-09-27,25,1571123.0,
SEAGATE TECHNOLOGY INC,SEAGATE REMOVABLE STORAGE SOLUTIONS LLC,2000-06-30,25,1779474.0,
SEAGATE TECHNOLOGY INC,SEAGATE TECHNOLOGY LLC,2000-06-28,869,1779474.0,1137789.0
SEAGATE TECHNOLOGY INC,SEAGATE TECHNOLOGY LLC,2000-06-30,57,1779474.0,1137789.0
SEID CALVIN Q,APPLE COMPUTER INC,2005-10-19,21,,320193.0
SELLA GUY,SOLAREDGE TECHNOLOGIES LTD,2020-01-28,20,,1419612.0
SEO DONGYOUN,LG ELECTRONICS INC,2013-02-28,27,,2058873.0
SEO HANBYUL,LG ELECTRONICS INC,2015-01-13,23,,2058873.0
SEOK YONGHO,LG ELECTRONICS INC,2014-11-11,21,,2058873.0
SEONG JEASEOK,LG ELECTRONICS INC,2013-07-22,20,,2058873.0
SEONG JEASEOK,LG ELECTRONICS INC,2017-03-10,29,,2058873.0
SHAFER RYAN JAMES,BECTON DICKINSON AND COMPANY,2012-05-16,20,,10795.0
SHAFFER BENJAMIN ANDREW,APPLE INC,2014-12-08,21,,320193.0
SHAFFER BENJAMIN ANDREW,APPLE INC,2015-01-19,36,,320193.0
SHAFFER BENJAMIN ANDREW,APPLE INC,2020-07-02,20,,320193.0
SHAH SHILPA R,TMOBILE USA INC,2009-05-06,23,,1283699.0
SHAO HUI,STEM CENTRX INC,2013-02-22,32,,1758766.0
SHARIFI MEHR NIMA,AMAZON TECHNOLOGIES INC,2015-09-28,22,,1321834.0
SHARP CORPORATION,KONINKLIJKE PHILIPS NV,2015-09-30,31,,313216.0
SHARPE RICHARD JAMES,NUTANIX INC,2017-01-31,23,,1618732.0
SHEARER ROBERT A,INTERNATIONAL BUSINESS MACHINES CORPORATION,2013-01-31,26,,51143.0
SHENZHEN CHINA STAR OPTOELECTRONICS TECHNOLOGY CO LTD,SHENZHEN CHINA STAR OPTOELECTRONICS SEMICONDUCTOR DISPLAY TECHNOLOGY CO LTD,2017-09-18,24,,1290109.0
SHIH DAYUAN,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-04-30,34,,51143.0
SHIN JONGYOUN,LG ELECTRONICS INC,2016-12-01,25,,2058873.0
SHIRE HUMAN GENETIC THERAPIES INC,RANA THERAPEUTICS INC,2016-12-19,52,,1442836.0
SHRIVASTAVA DHAIRYA,VIEW INC,2016-05-10,21,,1865429.0
SIBSON DUNCAN,GLOBUS MEDICAL INC,2009-06-01,31,,1237831.0
SIGURJONSSON STYRMIR,NATERA INC,2015-04-17,33,,1604821.0
SILICON GRAPHICS INC,SILICON GRAPHICS INTERNATIONAL INC,2009-05-08,54,,105319.0
SILICON GRAPHICS INTERNATIONAL CORP,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2017-05-01,32,,1645590.0
SILVANTO MIKAEL,APPLE INC,2014-12-08,21,,320193.0
SILVANTO MIKAEL,APPLE INC,2015-01-19,39,,320193.0
SILVER PEAK SYSTEMS INC,HEWLETT PACKARD ENTERPRISE DEVELOPMENT LP,2021-10-27,174,,1645590.0
SIMONS WAYNE K,PACCAR INC,2005-09-09,22,,75362.0
SIMPSON PETER C,DEXCOM INC,2013-05-21,23,,1093557.0
SINGH ABHISHEK RANJAN,CISCO TECHNOLOGY INC,2016-07-11,21,,1779474.0
SINGH RAJINDER,RIGEL PHARMACEUTICALS INC,2003-03-04,20,,1034842.0
SINHA SUDHI R,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-10-02,25,,200406.0
SINHAROY BALARAM,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-31,25,,51143.0
SIRF TECHNOLOGY HOLDINGS INC,SIRF TECHNOLOGY INC,2002-06-20,20,1779474.0,1126741.0
SISLER CHRISTINE J,PEPSICO INC,2012-03-05,20,,77476.0
SKYLER TECHNOLOGY INC,ROBERT T AND VIRGINIA T JENKINS AS TRUSTEES OF THE JENKINS FAMILY TRUST DATED FEB 8 2002,2010-01-12,30,1819974.0,
SLEGEL TIMOTHY J,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-10,22,,51143.0
SMALL JESSICA,NIKE INC,2019-12-19,26,,320187.0
SMITH BRUCE M,STEELCASE INC,2012-10-15,23,,1050825.0
SMITHKLINE BEECHAM CORPORATION DBA GLAXOSMITHKLINE,AFFINIUM PHARMACEUTICALS INC,2002-12-18,20,,1388320.0
SMITHS MEDICAL ASD INC,TANDEM DIABETES CARE INC,2012-07-16,21,,1438133.0
SNAP APPLIANCE INC,ADAPTEC INC,2004-09-29,20,1564408.0,
SNAPCHAT INC,SNAP INC,2016-09-23,260,,1564408.0
SOLARBRIDGE TECHNOLOGIES INC,SUNPOWER CORPORATION,2014-12-18,20,1419612.0,
SOLARFLARE COMMUNICATIONS INC,MARVELL INTERNATIONAL LTD,2011-04-18,30,,1940941.0
SON NERRY,LG ELECTRONICS INC,2019-08-19,21,,2058873.0
SON SUNGGYUN,LG ELECTRONICS INC,2021-03-30,42,,2058873.0
SONG JAE HYUNG,LG ELECTRONICS INC,2008-08-14,29,,2058873.0
SONG JAE HYUNG,LG ELECTRONICS INC,2008-10-13,24,,2058873.0
SONG JAE HYUNG,LG ELECTRONICS INC,2008-10-20,41,,2058873.0
SONG JINHAN,SK TELECOM CO LTD,2013-03-15,22,,1015650.0
SONG WON GYU,LG ELECTRONICS INC,2006-09-29,23,,2058873.0
SONG WON GYU,LG ELECTRONICS INC,2007-07-04,32,,2058873.0
SONG WON GYU,LG ELECTRONICS INC,2007-07-26,30,,2058873.0
SONG WON GYU,LG ELECTRONICS INC,2008-08-26,50,,2058873.0
SPX FITNESS INC,LAGREE TECHNOLOGIES INC,2016-10-24,58,,1321834.0
SRC VISION INC,KEY TECHNOLOGY INC,2000-11-30,21,,1779474.0
ST LOUIS JULIE,WOLVERINE WORLD WIDE INC,2007-01-17,21,,110471.0
STAMPER ANTHONY K,INTERNATIONAL BUSINESS MACHINES CORPORATION,2014-02-03,25,,51143.0
STANFORD SURGICAL TECHNOLOGIES INC,HEARTPORT INC,1995-07-14,25,1321834.0,
STANTON SHAWN CHRISTOPHER,THOMASVILLE FURNITURE INDUSTRIES INC,2003-04-16,23,,72162.0
STEELCASE INC,STEELCASE DEVELOPMENT INC,1999-07-01,50,1050825.0,1050825.0
STEELCASE INC A CORP OF MICHIGAN,STEELCASE DEVELOPMENT INC A CORP OF MICHIGAN,1999-07-01,23,1050825.0,1050825.0
STEELCASE INC A CORPORATION OF MICHIGAN,STEELCASE DEVELOPMENT INC,1999-07-01,21,1050825.0,1050825.0
STEELCASE INC A CORPORATION OF MICHIGAN,STEELCASE DEVELOPMENT INC A CORPORATION OF MICHIGAN,1999-07-01,41,1050825.0,1050825.0
STEINKE GUSTAV J,INTERNATIONAL BRAKE INDUSTRIES INC,1994-04-06,27,,105319.0
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2007-07-17,36,,110471.0
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2008-01-10,21,,110471.0
STLOUIS JULIE,WOLVERINE WORLD WIDE INC,2008-07-24,23,,110471.0
STMICROELECTRONICS SRL FORMERLY KNOWN AS SGSTHOMSON MICROELECTRONICS SRL,MICRON TECHNOLOGY INC,2012-05-23,24,932787.0,723125.0
STODDARD ERIC,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,,932021.0
STODDARD ERIC,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,,932021.0
STREIT LEON G,PIONEER HIBRED INTERNATIONAL INC,2010-04-19,24,,105319.0
STRINGER CHRISTOPHER J,APPLE COMPUTER INC,2005-10-18,22,,320193.0
STRINGER CHRISTOPHER J,APPLE INC,2007-12-17,35,,320193.0
STRINGER CHRISTOPHER J,APPLE INC,2014-12-08,21,,320193.0
STRINGER CHRISTOPHER J,APPLE INC,2015-01-19,38,,320193.0
STULL ROBERT A,STEM CENTRX INC,2013-02-22,32,,1758766.0
SUBRAMANIAN ROMESH R,DYNE THERAPEUTICS INC,2019-08-28,20,,1818794.0
SUGARSYNC INC,DROPBOX INC,2014-10-14,20,,1467623.0
SUH JONG YEUL,LG ELECTRONICS INC,2008-08-14,31,,2058873.0
SUH JONG YEUL,LG ELECTRONICS INC,2008-10-20,27,,2058873.0
SUN WORLD INTERNATIONAL INC,SUN WORLD INTERNATIONAL LLC,2005-02-25,40,105319.0,
SUNG EUNJI,LG ELECTRONICS INC,2017-04-25,25,,2058873.0
SVENSSON CHRISTOPHER,FORD GLOBAL TECHNOLOGIES LLC,2016-01-05,23,,932021.0
SVENSSON CHRISTOPHER,FORD GLOBAL TECHNOLOGIES LLC,2018-03-28,20,,932021.0
SYNERGY PHARMACEUTICALS INC,BAUSCH HEALTH IRELAND LIMITED,2019-03-04,28,1691082.0,
TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD,TSMC SOLID STATE LIGHTING LTD,2012-03-01,128,1046179.0,
TALASAZ AMIRALI,GUARDANT HEALTH INC,2014-07-02,22,,1576280.0
TAN SUNGHO,APPLE INC,2020-07-27,20,,320193.0
TANT SEAN,FORD GLOBAL TECHNOLOGIES LLC,2019-01-17,25,,932021.0
TAVARES FRANCIS XAVIER,G1 THERAPEUTICS INC,2014-03-12,22,,1001316.0
TAYLOR CHARLES A,HEARTFLOW INC,2011-01-24,28,,1464521.0
TAYLOR CHARLES A,HEARTFLOW INC,2017-02-14,24,,1464521.0
TAYLOR MATTHEW WHITING,GOGORO INC,2012-09-12,24,,1886190.0
TEGLEY CHRISTOPHER M,LIGAND PHARMACEUTICALS INC,2000-09-20,34,,886163.0
TEIG STEVEN,CADENCE DESIGN SYSTEMS INC,2003-05-08,40,,813672.0
TELCORDIA TECHNOLOGIES INC,REGENTS OF THE UNIVERSITY OF CALIFORNIA THE,2002-03-22,22,1321834.0,
TERADYNE INC,AMPHENOL CORPORATION,2005-11-30,23,97210.0,
TERADYNE INC,TOLLGRADE COMMUNICATIONS INC,2007-08-01,36,97210.0,
THACKER DAVID,GROUPON INC,2013-08-13,25,,1490281.0
THE NIELSEN COMPANY US LLC,ROKU INC,2021-04-15,33,,1428439.0
THE PROCTER GAMBLE COMPANY,IMFLUX INC,2014-04-02,33,80424.0,
THE UNIVERSITY OF BRITISH COLUMBIA,BRIGHTSIDE TECHNOLOGIES INC,2007-04-24,43,,1321834.0
THERAVANCE INC,THERAVANCE BIOPHARMA ANTIBIOTICS IP LLC,2014-06-01,25,1583107.0,1583107.0
THERAVANCE INC,THERAVANCE BIOPHARMA RD IP LLC,2014-06-01,150,1583107.0,1583107.0
THERMO FISHER SCIENTIFIC BIOSCIENCES INC,THERMO FISHER SCIENTIFIC INC,2014-03-21,28,97745.0,97745.0
THOMAS C GOMER,LG ELECTRONICS INC,2004-10-25,46,,2058873.0
THOMAS DEEP,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-11-28,21,,4962.0
THOMAS EDWARD NATHANIEL,NIKE INC,2004-07-15,21,,320187.0
THOMPSON JEFFREY A,PIONEER HIBRED INTERNATIONAL INC,2010-04-21,24,,105319.0
THOMSON LICENSING,DOLBY LABORATORIES LICENSING CORPORATION,2016-08-10,52,,1308547.0
THOMSON LICENSING,INTERDIGITAL VC HOLDINGS INC,2018-07-30,128,,1405495.0
THOMSON LICENSING SAS,DOLBY LABORATORIES LICENSING CORPORATION,2017-02-07,24,,1308547.0
THOMSON LICENSING SAS,INTERDIGITAL VC HOLDINGS INC,2018-02-23,37,,1405495.0
THROWER JAMES P,DEXCOM INC,2005-03-30,28,,1093557.0
THROWER JAMES PATRICK,DEXCOM INC,2004-01-12,32,,1093557.0
THROWER JAMES PATRICK,DEXCOM INC,2005-03-08,25,,1093557.0
THUNDER POWER HONG KONG LTD,THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT COMPANY LIMITED,2016-12-15,48,1939780.0,
TIAN HUI,INVISAGE TECHNOLOGIES INC,2010-05-20,23,,1321834.0
TISSANDIER CLEMENT,APPLE INC,2020-07-02,20,,320193.0
TK HOLDINGS INC,JOYSON SAFETY SYSTEMS ACQUISITION LLC,2018-04-10,24,1809587.0,
TOBIN AVIS EDWARD JR,THOMASVILLE FURNITURE INDUSTRIES INC,1994-10-19,27,,72162.0
TONELLO DOMENICO,FORD GLOBAL TECHNOLOGIES LLC,2018-09-26,28,,932021.0
TOOMRE ERIK,SEURAT TECHNOLOGIES INC,2016-10-26,24,,1321834.0
TORGOV MICHAEL,STEM CENTRX INC,2013-02-22,32,,1758766.0
TRICORD HOLDINGS LLC,AUTONOMIX MEDICAL INC,2014-08-20,30,,1617867.0
TRISTRATA INCORPORATED,TRISTRATA TECHNOLOGY INC,1996-08-15,21,,1779474.0
TRIVENI DIGITAL INC,LG ELECTRONICS INC,2003-07-29,34,,2058873.0
TRIVENI DIGITAL INC,LG ELECTRONICS INC,2005-01-28,48,,2058873.0
TROIA ALBERTO,MICRON TECHNOLOGY INC,2020-01-17,41,,723125.0
TSINGOS NICOLAS,DOLBY LABORATORIES LICENSING CORPORATION,2012-05-02,20,,1308547.0
TURNER GERALDINE A,AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY INC,2006-10-23,24,,4962.0
UBER TECHNOLOGIES INC,UATC LLC,2019-07-01,75,1543151.0,
UBER TECHNOLOGIES INC,UATC LLC,2019-07-02,29,1543151.0,
ULREY JOSEPH NORMAN,FORD GLOBAL TECHNOLOGIES LLC,2016-12-15,31,,932021.0
UNIFY PATENTE GMBH CO KG,RINGCENTRAL IP HOLDINGS INC,2019-12-30,206,,1384905.0
UNIFY PATENTE GMBH CO KG,RINGCENTRAL IP HOLDINGS INC,2021-12-08,68,,1384905.0
UNIFY SOFTWARE AND SOLUTIONS GMBH CO KG,RINGCENTRAL IP HOLDINGS INC,2019-12-30,205,,1384905.0
UNITED TECHNOLOGIES AUTOMOTIVE INC,UT AUTOMOTIVE DEARBORN INC,1998-02-24,68,1321834.0,
UNITED TECHNOLOGIES CORPORATION,BALLARD POWER SYSTEMS INC,2014-04-24,78,,1453015.0
URHAN TOLGA,BEA SYSTEMS INC,2005-07-27,26,,1352010.0
URIE GRANT A,WOLVERINE WORLD WIDE INC,2006-07-27,24,,110471.0
URIE GRANT A,WOLVERINE WORLD WIDE INC,2008-01-09,20,,110471.0
US PHILIPS CORPORATION,KONINKLIJKE PHILIPS ELECTRONICS NV,2002-04-30,20,,313216.0
VAN DER SLUIS PETER WILLEM,TECHNOLOGIES HOLDINGS CORP,2011-04-26,52,,2186.0
VAN DER SLUIS PETER WILLEM,TECHNOLOGIES HOLDINGS CORP,2012-04-11,54,,2186.0
VANCE MICHAEL STEFFEN,TMOBILE USA INC,2009-06-19,24,,1283699.0
VARIAN MEDICAL SYSTEMS INC,VARIAN MEDICAL SYSTEMS TECHNOLOGIES INC,2003-09-25,49,,1321834.0
VASH BRIAN EDWARD,ELSTAR THERAPEUTICS INC,2021-02-17,22,,1001316.0
VASSEROT ALAIN PHILIPPE,ATYR PHARMA INC,2013-07-12,36,,1339970.0
VASSEUR JEANPHILIPPE,CISCO TECHNOLOGY INC,2013-06-10,30,,1779474.0
VASSEUR JEANPHILIPPE,CISCO TECHNOLOGY INC,2014-02-12,33,,1779474.0
VASSEUR JEANPHILIPPE,CISCO TECHNOLOGY INC,2014-04-24,22,,1779474.0
VASSEUR JEANPHILIPPE,CISCO TECHNOLOGY INC,2014-07-15,23,,1779474.0
VENKITESWARAN VAIDHYANATHAN,JOHNSON CONTROLS TECHNOLOGY COMPANY,2018-09-21,23,,200406.0
VERIZON PATENT AND LICENSING INC,PALO ALTO NETWORKS INC,2015-10-07,24,,1327567.0
VERTEQ INC,DEVELOPMENT SPECIALISTS INC,2004-03-05,44,1806837.0,
VIA OPTICAL SOLUTION INC,VIA TECHNOLOGIES INC,2007-07-30,22,,1789029.0
VISWANATHAN RADHIKA,MICRON TECHNOLOGY INC,2021-07-13,20,,723125.0
VON HOLZHAUSEN FRANZ,TESLA INC,2017-09-26,29,,1318605.0
VOYAGE MEDICAL INC,INTUITIVE SURGICAL OPERATIONS INC,2013-08-16,34,,1035267.0
VTVX HOLDINGS II LLC,VTV THERAPEUTICS LLC,2015-07-29,21,,1641489.0
WADSWORTH JOHN F,BELKIN INTERNATIONAL INC,2016-05-10,23,,105319.0
WALKER DIGITAL LLC,EBAY INC,2012-01-03,31,,1065088.0
WALKER GEORGE F,INTERNATIONAL BUSINESS MACHINES CORPORATION,1993-04-30,38,,51143.0
WALMART STORES INC,WALMART APOLLO LLC,2018-01-31,115,104169.0,
WALMART STORES INC,WALMART APOLLO LLC,2018-02-26,273,104169.0,
WALMART STORES INC,WALMART APOLLO LLC,2018-03-21,460,104169.0,
WALMART STORES INC,WALMART APOLLO LLC,2018-03-27,32,104169.0,
WALTER CHRISTOPHER G,FORD GLOBAL TECHNOLOGIES LLC,2019-10-08,31,,932021.0
WALTERS GUY A III,THOMASVILLE FURNITURE INDUSTRIES INC,1994-10-19,28,,72162.0
WANG CLIFF,AIR COOL INDUSTRIAL CO LTD,2012-05-29,25,,1944057.0
WANG CLIFF,AIR COOL INDUSTRIAL CO LTD,2016-05-31,24,,1944057.0
WANG HAISHENG,BOE TECHNOLOGY GROUP CO LTD,2015-05-11,28,,1852440.0
WANG LEI,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,20,,1852440.0
WANG QIAN,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,20,,1852440.0
WANG QIUPING,ACHILLION PHARMACEUTICALS INC,2016-03-11,26,,1691082.0
WANG XIANGZHU,ACHILLION PHARMACEUTICALS INC,2016-03-11,24,,1691082.0
WANG YONG,JOHNSON ELECTRIC SA,2016-08-25,22,,200406.0
WANG ZHONGGUO,FORMA THERAPEUTICS INC,2016-06-17,20,,1001316.0
WARDYN BRANDON MICHAEL,PIONEER HIBRED INTERNATIONAL INC,2018-03-05,20,,105319.0
WATKINS JEFFRY D,ATYR PHARMA INC,2013-07-22,36,,1339970.0
WEEDEN TIMOTHY,DYNE THERAPEUTICS INC,2019-08-27,20,,1818794.0
WEHRLY SHAWN,FORD GLOBAL TECHNOLOGIES LLC,2019-03-08,28,,932021.0
WEIGAND ULRICH,INTERNATIONAL BUSINESS MACHINES CORPORATION,2016-10-24,21,,51143.0
WENG CHIENCHIH,GOGORO INC,2014-11-13,21,,1886190.0
WEST SERVICES INC,THOMSON REUTERS GLOBAL RESOURCES,2013-12-30,44,105770.0,
WHANG EUGENE ANTONY,APPLE COMPUTER INC,2005-10-18,22,,320193.0
WHANG EUGENE ANTONY,APPLE INC,2007-12-20,31,,320193.0
WHANG EUGENE ANTONY,APPLE INC,2014-12-09,20,,320193.0
WHANG EUGENE ANTONY,APPLE INC,2015-01-19,39,,320193.0
WHANG EUGENE ANTONY,APPLE INC,2020-08-12,20,,320193.0
WHITE GABRIEL J,TMOBILE USA INC,2009-05-08,22,,1283699.0
WILES JASON ALLAN,ACHILLION PHARMACEUTICALS INC,2016-03-11,26,,1691082.0
WILLING TODD,FORD GLOBAL TECHNOLOGIES LLC,2018-01-11,34,,932021.0
WILSON CHRISTOPHER,APPLE INC,2014-01-20,22,,320193.0
WILSON CHRISTOPHER,APPLE INC,2015-02-06,26,,320193.0
WILSON CHRISTOPHER,APPLE INC,2016-12-05,20,,320193.0
WILSON CHRISTOPHER,APPLE INC,2018-02-05,20,,320193.0
WILSON D TRAVIS,STEALTH PEPTIDES INTERNATIONAL INC,2013-10-10,20,,105319.0
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,SK TELECOM CO LTD,2018-07-05,36,1779474.0,1015650.0
WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,WILUS INSTITUTE OF STANDARDS AND TECHNOLOGY INC,2018-07-05,36,1779474.0,1779474.0
WIS TECHNOLOGIES INC,MICRONAS USA INC,2006-05-12,34,1321834.0,
WOLFF MAX,FORD GLOBAL TECHNOLOGIES LLC,2018-01-11,34,,932021.0
WOLTHUIS JOHN,TWILIO INC,2012-10-08,23,,1447669.0
WON HYOJIN,LG ELECTRONICS INC,2016-12-01,37,,2058873.0
WONG MARVIN GLENN,AGILENT TECHNOLOGIES INC,2003-04-08,37,,1090872.0
WOODHOUSE DAVID,FORD GLOBAL TECHNOLOGIES LLC,2017-03-02,24,,932021.0
WOODHOUSE DAVID,FORD GLOBAL TECHNOLOGIES LLC,2017-10-30,32,,932021.0
WOODHOUSE DAVID,FORD GLOBAL TECHNOLOGIES LLC,2018-04-04,34,,932021.0
WOODHOUSE DAVID,FORD GLOBAL TECHNOLOGIES LLC,2019-03-12,28,,932021.0
XAVIER BEN,DEXCOM INC,2005-03-17,28,,1093557.0
XUE HANHONG,INTERNATIONAL BUSINESS MACHINES CORPORATION,2008-01-31,21,,51143.0
YADAV NAVINDRA,CISCO TECHNOLOGY INC,2016-07-11,33,,1779474.0
YANG LAWRENCE Y,APPLE INC,2015-03-24,20,,320193.0
YANG MING,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,20,,1852440.0
YANG RENHUI,ALIBABA GROUP HOLDING LIMITED,2019-12-12,22,,1577552.0
YANG SHENGJI,BOE TECHNOLOGY GROUP CO LTD,2015-05-11,30,,1852440.0
YANG SUCKCHEL,LG ELECTRONICS INC,2013-02-28,35,,2058873.0
YEOM SEUNGSEOB,LG ELECTRONICS INC,2021-03-30,40,,2058873.0
YI SEUNGJUNE,LG ELECTRONICS INC,2009-07-28,23,,2058873.0
YING ZHAN,CHANGXIN MEMORY TECHNOLOGIES INC,2021-06-08,51,,1321834.0
YOO SUNMI,LG ELECTRONICS INC,2021-12-27,21,,2058873.0
YOO TAEWOO,LG ELECTRONICS INC,2017-03-10,29,,2058873.0
YU SHAWN SUNG,FORD GLOBAL TECHNOLOGIES LLC,2018-01-10,27,,932021.0
YUDENFRIEND HARRY M,INTERNATIONAL BUSINESS MACHINES CORPORATION,2015-10-02,22,,51143.0
ZAYANTE INC,APPLE COMPUTER INC,2002-04-02,23,,320193.0
ZENG WEI,APPLE INC,2021-10-24,21,,320193.0
ZHANG DAWEI,APPLE INC,2021-10-18,28,,320193.0
ZHAO JIE,LG ELECTRONICS INC,2022-01-03,23,,2058873.0
ZHAO JOHN,WAH HUNG INTERNATIONAL MACHINERY INC,2012-10-18,29,,105319.0
ZHAO WENQING,BOE TECHNOLOGY GROUP CO LTD,2017-04-27,22,,1852440.0
ZHENG XIAOZHANG,FORMA THERAPEUTICS INC,2016-02-23,20,,1001316.0
ZHI LIN,LIGAND PHARMACEUTICALS INC,2000-09-22,36,,886163.0
ZHOU CHUI YOU,JOHNSON ELECTRIC SA,2016-08-25,21,,200406.0
ZIMMERMANN BERNHARD,NATERA INC,2015-04-20,33,,1604821.0
ZORKENDORFER RICO,APPLE COMPUTER INC,2005-10-18,22,,320193.0
ZORKENDORFER RICO,APPLE INC,2007-12-17,34,,320193.0
ZUCHERMAN JAMES F,ST FRANCIS MEDICAL TECHNOLOGIES INC,2006-12-03,23,,1321834.0
ZUKOWSKI MARCIN,SNOWFLAKE COMPUTING INC,2014-10-20,44,,1640147.0
ZÃ–RKENDÃ–RFER RICO,APPLE INC,2014-12-08,21,,320193.0
ZÃ–RKENDÃ–RFER RICO,APPLE INC,2015-01-19,41,,320193.0
